entity,type,source_url
14 March 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Lanxon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Nate,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bass,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Dina,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Davalos,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jackie,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
10 March 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Bloomberg News,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
17 November 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Roose,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kevin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
21 October 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
15 February 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Shahaf,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tal,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
23 October 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Lightricks,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Ynetglobal,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
22 December 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
15 February 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
16 February 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Raza,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Marium M.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Venkatesh,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kaushik P.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kvedar,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Joseph C.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
7 March 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
npj Digital Medicine,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Mogaji,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Emmanuel,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
7 January 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
10 April 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Bean,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Thomas H. Davenport,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Randy,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
19 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
MIT Sloan Management Review,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
6 August 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Brynjolfsson,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Erik,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Li,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Danielle,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Raymond,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lindsey R.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
28 March 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
21 January 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
6 March 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Coyle,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jake,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
27 September 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Hollywood,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Associated Press,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
26 January 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Harvard Business Review,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
16 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
20 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
David,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Alan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Stuart,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Peter,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pearson,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
McKinsey Digital,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
24 July 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
3 October 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Peters,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jay,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bing,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
31 August 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Wiggers,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kyle,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Levy,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Karyne,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
TechCrunch,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
15 January 2026,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
26 February 2026,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Figueiredo,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mayara Costa,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ankrah,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Elizabeth,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Powell,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jacquelyn E.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Epstein,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Daniel A.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Chen,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Yunan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
12 January 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
"the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Power,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jennifer,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pym,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tinonee,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Alexandra,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Waling,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
5 July 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Current Sexual Health Reports,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Marcantonio,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tiffany L.;,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Avery,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gracie,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Thrash,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Anna,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Leone,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ruschelle M.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
10 September 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
The Journal of Sex Research,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Hanson,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kenneth R.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bolthouse,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Hannah,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mania,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Karolina,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Singh,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Suyesha,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Nambiar,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Vaishnavi,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Journal of Applied Security Research,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Razi,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Afsaneh,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kim,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Seunghyun,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Alsoubai,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ashwaq,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Stringhini,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gianluca,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Solorio,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Thamar,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Choudhury,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Munmun,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Wisniewski,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pamela J.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
13 October 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
the ACM on Human-Computer Interaction,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Ransbotham,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kiron,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gerbert,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Philipp,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Reeves,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Martin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
6 September 2017,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
13 February 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Sun,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Yuran,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Zhao,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Xilei,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lovreglio,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ruggiero,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kuligowski,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Erica,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
"Interpretable Machine Learning for the Analysis, Design, Assessment, and Informed Decision Making for Civil Infrastructure",ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Gomaa,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Islam,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Adelzadeh,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Masoud,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gwynne,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Steven,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Spencer,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bruce,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ko,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Yoon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Bénichou,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Noureddine,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ma,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Chunyun,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Elsagan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Nour,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Duong,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Dana,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Zalok,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ehab,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kinateder,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Max,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 November 2021,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Daniel,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 May 2020,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Automation in Construction,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
PBS News,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
12 June 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
28 October 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Meduza,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
21 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Hindu,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
2 June 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Müller,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Vincent C.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
30 April 2020,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Stanford Encyclopedia of Philosophy Archive,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Simonite,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
14 November 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
1 August 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Laskowski,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
GAO,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Valinsky,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Christian,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kopel,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Matthew,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
26 April 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Burgess,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Matt,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Wired,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
10 November 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
13 November 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Shilov,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Anton,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
21 June 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Tom's Hardware,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Reisner,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Alter & Harris,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Hammond,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
George,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
27 December 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Ars Technica,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
10 January 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Wong,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Matteo,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
24 October 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
5 January 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
26 March 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
29 December 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Fung,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Brian,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
19 December 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
CNN Business,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
5 July 2023,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
the Age of A.I.,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
8 July 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Bhattarai,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Abha,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lerman,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Rachel,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
25 December 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
The Washington Post,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
MSCI,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
24 January 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
13 July 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Calvert,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Vox,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
New York,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
3 July 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Halper,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Evan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
O'Donovan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Caroline,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Washington Post,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Davenport,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Carly,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ryan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Carol,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
April 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Dow Jones,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Hiller,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
1 July 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Kendall,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tyler,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
28 September 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
20 September 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Niva Yadav,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
19 August 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
8 November 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
7 November 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Mochizuki,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Takashi,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Oda,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Shoko,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
18 October 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Naureen S Malik,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Will Wade,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
5 November 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
International Energy Agency,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Nicas,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Rainie,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lee,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Keeter,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Scott,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Perrin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Andrew,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
22 July 2019,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Pew Research Center,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
22 February 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Kosoff,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Maya,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
8 February 2018,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Vanity Fair,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Berry,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
David M.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
19 March 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
AI & Society,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
The Week,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
17 June 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
20 June 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Snow,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
16 June 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Quartz,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Chow,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Andrew R.;,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Perrigo,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Billy,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
3 June 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Time,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Williams,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Olanipekun,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Samson Olufemi,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
World Journal of Advanced Research and Reviews,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Taylor,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Hause,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Czarnek,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gabriela,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lewis,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Benjamin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
White,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Joshua P.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Berinsky,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Adam J.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Costello,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Thomas,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Pennycook,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gordon,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Rand,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
David G.,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
The Register,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
3 September 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
24 April 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
9 May 2025,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Samuel,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Sigal,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
19 April 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Rose,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
CNA,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Mazeika,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mantas,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Yin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Xuwang,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Tamirisa,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Rishub,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lim,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Jaehyuk,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ren,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Richard,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Phan,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Long,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Mu,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Norman,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Khoja,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Goffrey,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Berdahl,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Larson,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lipartito,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Goodman & Flaxman,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Hundt,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Agnew,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
William,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Zeng,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Vicky,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Kacianka,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Severin,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gombolay,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
FAccT ',DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
22,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Seoul,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
South Korea,GPE,https://en.wikipedia.org/wiki/Artificial_intelligence
Association for Computing Machinery,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Georgia Tech,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
ScienceDaily,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
Georgia Tech Research News,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
23 June 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
21 June 2022,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
15 June 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Verma,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Rothman,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Ropek,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Lucas,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Gizmodo,ORG,https://en.wikipedia.org/wiki/Artificial_intelligence
23 May 2024,DATE,https://en.wikipedia.org/wiki/Artificial_intelligence
Robitzski,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Sainato,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Harari,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
Buckley,PERSON,https://en.wikipedia.org/wiki/Artificial_intelligence
